Title,Author,Year,Journal,Country,Domain,Abstract
AI-Based Prediction Models for Leachate Generation - Case Study 320,Alex Tan,2021,Waste Management,India,Enhancement,"This study explores the enhancement aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 320 in India."
Design Optimization of Engineered Landfill Liners - Case Study 321,Fatima Noor,2019,Civil Engineering Journal,UK,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on design optimization of engineered landfill liners - case study 321 in UK."
Use of Recycled Materials in Landfill Cover Systems - Case Study 322,Maria Garcia,2024,Civil Engineering Journal,France,Design,"This study explores the design aspects of engineered landfills, focusing on use of recycled materials in landfill cover systems - case study 322 in France."
Design Optimization of Engineered Landfill Liners - Case Study 323,Rohit Maurya,2020,Journal of Hazardous Materials,France,Material,"This study explores the material aspects of engineered landfills, focusing on design optimization of engineered landfill liners - case study 323 in France."
AI-Based Prediction Models for Leachate Generation - Case Study 324,Alex Tan,2018,Geotextiles and Geomembranes,Australia,Security,"This study explores the security aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 324 in Australia."
Seismic Impact on Landfill Stability - Case Study 325,Fatima Noor,2021,Waste Management,India,Monitoring,"This study explores the monitoring aspects of engineered landfills, focusing on seismic impact on landfill stability - case study 325 in India."
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 326,John Doe,2021,Environmental Geotechnics,Japan,Prevention,"This study explores the prevention aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 326 in Japan."
Leachate Control Strategies in Municipal Solid Waste Landfills - Case Study 327,Rohit Maurya,2023,Geotextiles and Geomembranes,Brazil,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on leachate control strategies in municipal solid waste landfills - case study 327 in Brazil."
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 328,Lu Wei,2020,Journal of Hazardous Materials,Brazil,Enhancement,"This study explores the enhancement aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 328 in Brazil."
Leachate Control Strategies in Municipal Solid Waste Landfills - Case Study 329,David Kim,2024,Environmental Geotechnics,Canada,Effect,"This study explores the effect aspects of engineered landfills, focusing on leachate control strategies in municipal solid waste landfills - case study 329 in Canada."
AI-Based Prediction Models for Leachate Generation - Case Study 330,John Doe,2023,Journal of Hazardous Materials,Japan,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 330 in Japan."
Impact of Climate Change on Landfill Leachate Behavior - Case Study 331,Fatima Noor,2016,Journal of Hazardous Materials,Germany,Effect,"This study explores the effect aspects of engineered landfills, focusing on impact of climate change on landfill leachate behavior - case study 331 in Germany."
AI-Based Prediction Models for Leachate Generation - Case Study 332,John Doe,2017,Environmental Geotechnics,UK,Prediction,"This study explores the prediction aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 332 in UK."
Geotechnical Analysis of Landfill Slope Stability - Case Study 333,Rohit Maurya,2021,Waste Management,Brazil,Material,"This study explores the material aspects of engineered landfills, focusing on geotechnical analysis of landfill slope stability - case study 333 in Brazil."
Geotechnical Analysis of Landfill Slope Stability - Case Study 334,Maria Garcia,2019,Journal of Hazardous Materials,Japan,Monitoring,"This study explores the monitoring aspects of engineered landfills, focusing on geotechnical analysis of landfill slope stability - case study 334 in Japan."
Use of Recycled Materials in Landfill Cover Systems - Case Study 335,Rohit Maurya,2019,Environmental Geotechnics,Japan,Guidelines,"This study explores the guidelines aspects of engineered landfills, focusing on use of recycled materials in landfill cover systems - case study 335 in Japan."
Leachate Control Strategies in Municipal Solid Waste Landfills - Case Study 336,Lu Wei,2022,Geotextiles and Geomembranes,UK,Prediction,"This study explores the prediction aspects of engineered landfills, focusing on leachate control strategies in municipal solid waste landfills - case study 336 in UK."
Design Optimization of Engineered Landfill Liners - Case Study 337,Maria Garcia,2022,Environmental Geotechnics,China,Guidelines,"This study explores the guidelines aspects of engineered landfills, focusing on design optimization of engineered landfill liners - case study 337 in China."
Seismic Impact on Landfill Stability - Case Study 338,Maria Garcia,2017,Civil Engineering Journal,India,Guidelines,"This study explores the guidelines aspects of engineered landfills, focusing on seismic impact on landfill stability - case study 338 in India."
Design Optimization of Engineered Landfill Liners - Case Study 339,John Doe,2015,Environmental Geotechnics,Germany,Material,"This study explores the material aspects of engineered landfills, focusing on design optimization of engineered landfill liners - case study 339 in Germany."
Performance of Geosynthetic Clay Liners in Landfill Systems - Case Study 340,Alex Tan,2021,Journal of Hazardous Materials,France,Effect,"This study explores the effect aspects of engineered landfills, focusing on performance of geosynthetic clay liners in landfill systems - case study 340 in France."
Smart Sensor Integration for Leachate Monitoring - Case Study 341,David Kim,2019,Geotextiles and Geomembranes,USA,Prevention,"This study explores the prevention aspects of engineered landfills, focusing on smart sensor integration for leachate monitoring - case study 341 in USA."
Monitoring Systems for Engineered Landfill Sites - Case Study 342,Fatima Noor,2015,Waste Management,China,Enhancement,"This study explores the enhancement aspects of engineered landfills, focusing on monitoring systems for engineered landfill sites - case study 342 in China."
Leachate Control Strategies in Municipal Solid Waste Landfills - Case Study 343,John Doe,2016,Geotextiles and Geomembranes,Germany,Analysis,"This study explores the analysis aspects of engineered landfills, focusing on leachate control strategies in municipal solid waste landfills - case study 343 in Germany."
Smart Sensor Integration for Leachate Monitoring - Case Study 344,David Kim,2023,Civil Engineering Journal,India,Prediction,"This study explores the prediction aspects of engineered landfills, focusing on smart sensor integration for leachate monitoring - case study 344 in India."
AI-Based Prediction Models for Leachate Generation - Case Study 345,Maria Garcia,2015,Waste Management,Canada,Security,"This study explores the security aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 345 in Canada."
AI-Based Prediction Models for Leachate Generation - Case Study 346,Rohit Maurya,2023,Civil Engineering Journal,India,Prevention,"This study explores the prevention aspects of engineered landfills, focusing on ai-based prediction models for leachate generation - case study 346 in India."
Design Optimization of Engineered Landfill Liners - Case Study 347,Chen Li,2017,Civil Engineering Journal,Australia,Security,"This study explores the security aspects of engineered landfills, focusing on design optimization of engineered landfill liners - case study 347 in Australia."
